Character,Bowser,Captain Falcon,Charizard,Diddy Kong,Donkey Kong,Falco,Fox,Ganondorf,Ice Climbers,Ike,Ivysaur,Jigglypuff,King Dedede,Kirby,Knuckles,Link,Lucario,Lucas,Luigi,Mario,Marth,Meta Knight,Mewtwo,Mr. Game and Watch,Ness,Olimar,Peach,Pikachu,Pit,R.O.B.,Roy,Samus,Sheik,Snake,Sonic,Squirtle,Toon Link,Wario,Wolf,Yoshi,Zelda,Zero Suit Samus
Marth,0.15970358469581838,0.0873463638022926,0.08635054556386222,0.0784209139425813,0.10981021831240785,0.0721424206218332,0.09264398108650061,0.10391851728942865,0.1147897231780497,0.05598580724354027,0.06303997616615864,0.07547295017110331,0.16083092615667877,0.11919656944014653,0.11634498357394644,0.06421685131756284,0.06590600386811347,0.11176055411431483,0.130352763812317,0.060777458345074746,0.0,0.06908529741185668,0.07315484531661633,0.12258250896520392,0.08061027151061999,0.09420296554752784,0.07552724726458047,0.09328958365867752,0.060806899210506034,0.07439169455519351,0.07557640421424557,0.07132377674203601,0.06971075468712686,0.10961745623915468,0.12197334017617395,0.14501772116259476,0.05618332187193683,0.07697300671457234,0.09753359562714876,0.11578381597453985,0.0944619498249249,0.1412021831397177
Meta Knight,0.14599723539767523,0.13059943727961265,0.08694267288040784,0.0423405648279719,0.17945458302428793,0.08074202360863415,0.11761037176408067,0.1456003159441058,0.09574271077563382,0.07688554215978954,0.042673408242977266,0.14044168141158106,0.043902592653775656,0.05973557650467618,0.10707504926082193,0.07571877794400364,0.04218003305174259,0.10293952744612743,0.14306584587982532,0.06936730741021441,0.06908529741185668,0.0,0.08413739514583718,0.07894736842105263,0.057066443268951154,0.12262523365603614,0.12852524138309887,0.07885574190858598,0.05431624228298909,0.09092121131323903,0.09528351047490355,0.08413739514583718,0.10513149660756936,0.13018090521820672,0.11331476817427873,0.09742688947241687,0.0903876907577734,0.07182430061427789,0.06818181818181818,0.06520506636966263,0.14900989016981744,0.0576923076923077
Mewtwo,0.2397482520827447,0.11126197487524701,0.14854853303438126,0.13705070133655683,0.171894017037416,0.15910839602821975,0.08859214858212348,0.13722740596085595,0.16666666666666669,0.12583057392117916,0.12871062106070105,0.31167748898959186,0.24366985862022408,0.13323467750529824,0.09358766221586659,0.06673456687099226,0.09123461398653492,0.18463723646899913,0.24494897427831783,0.16598500055174642,0.07315484531661633,0.08413739514583718,0.0,0.20163802899463706,0.09530501027070383,0.19218335351058458,0.17524371905293473,0.12529400275814703,0.06239177481057773,0.13320572124475585,0.14779228854589543,0.21380899352993948,0.1541964546600609,0.15226930433637606,0.144795723984302,0.18609684207969415,0.125,0.08727959974619473,0.08009040943964843,0.3294905368001188,0.0902003030735275,0.07255994523271027
Mr. Game and Watch,0.2601728000228003,0.12229989761755714,0.12986562041232994,0.04208273180784324,0.1758438302346117,0.12388820797622668,0.15909090909090906,0.16134415010012138,0.13741043164463163,0.11507644118872197,0.13252163397375682,0.18170270503179917,0.13320572124475585,0.18478210682198065,0.1613743060919757,0.14454303013066463,0.10440731838827674,0.21380899352993948,0.20259092748745378,0.14464111667011886,0.12258250896520392,0.07894736842105263,0.20163802899463706,0.0,0.08984941105353261,0.06563832739090582,0.2738281296537807,0.24494897427831783,0.14219911474863026,0.16399590067766598,0.15226930433637603,0.23962015789412242,0.1459940085709933,0.13620804520639507,0.10363723796147746,0.14719601443879746,0.20155644370746376,0.11293438689952597,0.0924180153759012,0.25470314021895124,0.18777851574409862,0.11015735002382455
Ness,0.11403508771929824,0.0846811296559438,0.06830124792880359,0.09455971435444632,0.17122123943809764,0.18381801462315928,0.1392500690033995,0.1499506822278302,0.1601522303821397,0.059334966285253324,0.0655802278398368,0.13173978860172217,0.15019353286010448,0.06862635163075162,0.17989446595608977,0.09292741458900194,0.07637626158259732,0.041666666666666664,0.17412505627133626,0.12256702548794046,0.08061027151061999,0.057066443268951154,0.09530501027070383,0.08984941105353261,0.0,0.13192281121138158,0.1690308509457033,0.18387366263150307,0.058823529411764705,0.08860158884519917,0.13274338553001364,0.1446516864225741,0.15444576194437726,0.12287670328636878,0.10094660663590604,0.1336306209562122,0.11818736805705575,0.10743376064838499,0.12620609271875574,0.10001538816659103,0.12778049409546152,0.05324977701702561
Olimar,0.17881722556123705,0.17415165283723566,0.06850213785799694,0.07647191129018724,0.14700422548238265,0.1602863051066531,0.15163581718258906,0.14199589870500537,0.09130154050690636,0.10153095675101949,0.11439924277003014,0.20155644370746376,0.10528237629934552,0.08859214858212348,0.0980936667961022,0.11427129877881141,0.08676970585889242,0.203964610901009,0.11000697627335983,0.08333333333333334,0.09420296554752784,0.12262523365603614,0.19218335351058458,0.06563832739090582,0.13192281121138164,0.0,0.10434633627845706,0.08487607064668493,0.09845749108635872,0.12256702548794046,0.10637569963898807,0.16656825114780077,0.18091507167147441,0.2329642526122175,0.1163304067420188,0.057177187489686566,0.16662280124501821,0.09999999999999999,0.13454779452744633,0.10981085516943886,0.19202301260589114,0.12062447740929097
Peach,0.28335896334160243,0.13053853059926215,0.15524174696260024,0.18161514637593498,0.20456511387122875,0.10545230588406898,0.08087319699379725,0.12582757449150586,0.1647799492938801,0.11065346844892851,0.190180394298358,0.08463143846565585,0.2826372328162047,0.12909944487358055,0.09915003361908994,0.13619827387585826,0.08400268812903088,0.25061906821982216,0.1505199322349037,0.11239029738980327,0.07552724726458047,0.12852524138309887,0.17524371905293473,0.2738281296537807,0.1690308509457033,0.10434633627845703,0.09128709291752768,0.0723746864455746,0.1875,0.19499899355617892,0.1663780661615406,0.1764705882352941,0.10526315789473684,0.18474894150460877,0.14001879573076872,0.1654570429381936,0.32914029430219166,0.172553971012341,0.07017543859649124,0.23034579795954177,0.137167339016012,0.10094660663590604
Pikachu,0.16457014715109583,0.1719254005607237,0.09477598811252413,0.07968190728895956,0.07697337181922914,0.11590946307822354,0.11353563899372686,0.13448903384070424,0.19111769678910956,0.09943985631603956,0.13473829454786063,0.12364973189759493,0.13873501664789123,0.07606000241218869,0.1214985792587912,0.14201839569111904,0.07271226314840154,0.21428571428571425,0.12215623327820699,0.05884389414473131,0.09328958365867752,0.07885574190858598,0.12529400275814703,0.24494897427831783,0.18387366263150307,0.08487607064668494,0.0723746864455746,0.0,0.13725270326150324,0.1484583086033468,0.21586484923695817,0.14181839354401404,0.1452966314513558,0.12711536169135115,0.09845749108635872,0.08487607064668493,0.10149974286764377,0.10604562574894087,0.04852615860619696,0.12862173946153668,0.14433756729740646,0.05365166782805624
Pit,0.23275282046094725,0.07180198468215396,0.09104427178808705,0.1008184500058977,0.07987338596470746,0.06546536707079773,0.0,0.11590225767142474,0.10502100630210073,0.0849664448801002,0.08911355918781057,0.1795310696193773,0.17149858514250885,0.11677484162422845,0.09915003361908994,0.0767195610426153,0.08164965809277261,0.0,0.1718135506698224,0.057066443268951154,0.06080689921050603,0.05431624228298909,0.06239177481057773,0.14219911474863026,0.058823529411764705,0.09845749108635872,0.1875,0.13725270326150324,0.0,0.10259563124440642,0.07216878364870322,0.09530501027070382,0.05909368402852788,0.08413739514583718,0.10555693640914843,0.13320572124475585,0.12786401506759573,0.09163447642359447,0.05909368402852788,0.05818639983079648,0.12995239998794275,0.052025480557660805
R.O.B.,0.08602325267042628,0.09264111117062016,0.12704931690339716,0.11501434538039941,0.05567764362830022,0.09345230512584125,0.1,0.1047029207467644,0.1414273617729615,0.07042952122737638,0.06652597588440273,0.14323272549549756,0.09574271077563382,0.04519384537888671,0.05735393346764043,0.062207168403378414,0.0715776963156338,0.13937822295513808,0.15901835035238,0.08313525049239243,0.07439169455519351,0.09092121131323903,0.13320572124475585,0.16399590067766592,0.08860158884519917,0.12256702548794049,0.19499899355617892,0.14845830860334683,0.1025956312444064,0.0,0.16207441482858728,0.1158322906844952,0.11060440015358039,0.12692307692307692,0.0379981493116786,0.07859246952515223,0.08313632754159582,0.14977761292440647,0.12,0.03941134909984461,0.10526315789473684,0.1002391775719779
Roy,0.20830609843769005,0.06377042156569664,0.10450443812510668,0.18308675879395192,0.21544018586190114,0.0886127245944853,0.12249333371727139,0.10871102010449524,0.11243541860111997,0.06927373654360394,0.07271226314840154,0.2763853991962833,0.23480114767046698,0.130284678037136,0.07216878364870322,0.05714162962371922,0.09542064166289703,0.13933010725567818,0.1647452684000594,0.10350983390135313,0.07557640421424557,0.09528351047490355,0.14779228854589543,0.15226930433637603,0.13274338553001364,0.10637569963898809,0.1663780661615406,0.21586484923695817,0.07216878364870322,0.16207441482858728,0.0,0.22083319731884127,0.18239580358842325,0.1080630907338272,0.05611030907712433,0.09665456669582607,0.2096569673443837,0.1355815361366601,0.10694815798662466,0.19668302043215574,0.15640774865198923,0.11361165739329823
Samus,0.08181911450077906,0.12155581112144047,0.04760952285695234,0.13327849749579576,0.0451938453788867,0.1479019945774904,0.1449360670338448,0.08355984993230936,0.16607847173244655,0.0909717652294684,0.1239901738783796,0.16428218516819273,0.13620804520639507,0.16854996561581054,0.05973557650467618,0.07530655685082077,0.13041013273932528,0.2383656473113981,0.05716619504750295,0.1012954637437269,0.07132377674203601,0.08413739514583718,0.21380899352993948,0.23962015789412242,0.1446516864225741,0.1665682511478008,0.17647058823529407,0.14181839354401404,0.09530501027070382,0.1158322906844952,0.22083319731884127,0.0,0.10304684319711167,0.14779074823262076,0.09384751043939739,0.15565238923036429,0.10077822185373188,0.15716204269446418,0.17659245689817368,0.12085223687584244,0.1153846153846154,0.0521286035142687
Sheik,0.19491901152178967,0.12013880860626733,0.10721046049820271,0.11648212630610875,0.18777851574409862,0.0638666373658505,0.1019545822516343,0.1220840106043637,0.13003158293424902,0.0450459356250611,0.08213674376115143,0.12462962881553577,0.05471216549024156,0.04852615860619696,0.0700140042014005,0.11000000000000001,0.10819683762095758,0.30406515963157493,0.056848602617612806,0.1353679376800551,0.06971075468712687,0.10513149660756936,0.15419645466006093,0.1459940085709933,0.15444576194437726,0.18091507167147441,0.10526315789473684,0.14529663145135577,0.05909368402852789,0.11060440015358039,0.18239580358842325,0.10304684319711167,0.0,0.10555693640914843,0.11888957504106745,0.12247448713915889,0.19207206915328062,0.08429272304235244,0.08331140062250911,0.10045249099870945,0.11470786693528087,0.03741657386773941
Snake,0.29641037530151215,0.1316489042799091,0.0757664044299046,0.13041013273932525,0.24215352850124666,0.13454779452744636,0.08313632754159579,0.16180410177678467,0.1846618531261939,0.09704261734737704,0.07537783614444091,0.1939563033753933,0.1730146845514701,0.11947115300935236,0.10956136839295434,0.09230769230769231,0.17411886264486673,0.18559214542766742,0.17724128662422456,0.07915236331504884,0.1096174562391547,0.13018090521820672,0.15226930433637603,0.1362080452063951,0.12287670328636878,0.2329642526122175,0.18474894150460877,0.12711536169135115,0.08413739514583718,0.12692307692307692,0.1080630907338272,0.14779074823262076,0.10555693640914843,0.0,0.1336780553614059,0.1258275744915059,0.13504214314333904,0.08876834229670118,0.131419210028034,0.17104854398497912,0.10540925533894596,0.12622722459758245
Sonic,0.09011826549123063,0.1345590555781562,0.0757680605096511,0.08100041208081453,0.10858149394994696,0.08904489925223251,0.16335969678150233,0.09401267913629435,0.166772925310975,0.05565284265478469,0.07923103760032418,0.11504278112810527,0.1042572070285374,0.05583828285504083,0.06078480829735059,0.04474277269919981,0.0725875983596792,0.16734610962517532,0.16041612554021287,0.09786795599316289,0.12197334017617392,0.11331476817427873,0.144795723984302,0.10363723796147743,0.10094660663590604,0.11633040674201878,0.14001879573076872,0.09845749108635873,0.10555693640914844,0.0379981493116786,0.05611030907712433,0.09384751043939739,0.11888957504106745,0.1336780553614059,0.0,0.09985744825254635,0.31298431857438064,0.07359287897445507,0.10279899245732688,0.09318911162960934,0.15259198447326844,0.10283342182227605
Squirtle,0.13336626734231613,0.14429664948870402,0.1854761954594864,0.10687558679146833,0.13639227516188632,0.10384430557643995,0.10304684319711167,0.1441044578946805,0.22957907724039817,0.06516608345964675,0.04782410275630733,0.10077822185373188,0.17733782034920598,0.0588438941447313,0.1271080744289442,0.1455961017749823,0.125,0.05983919423477113,0.09104427178808705,0.04358898943540673,0.14501772116259476,0.09742688947241687,0.18609684207969415,0.14719601443879746,0.1336306209562122,0.057177187489686566,0.1654570429381936,0.08487607064668493,0.13320572124475588,0.07859246952515223,0.09665456669582609,0.15565238923036429,0.12247448713915889,0.12582757449150586,0.09985744825254632,0.0,0.17807449653386492,0.13705070133655683,0.22101719257946242,0.14427218221260285,0.09530501027070383,0.03948362845661191
Toon Link,0.29740806494348065,0.12477843409464698,0.21025847643279574,0.1053312610586858,0.348625576209697,0.13597972065372743,0.2307692307692308,0.07962775715882577,0.42573465914816,0.09897220573556456,0.15291943546029915,0.4153311931459037,0.2610035198426301,0.34156502553198664,0.06666666666666667,0.12269119238760508,0.17349939716415885,0.1632993161855452,0.1505199322349037,0.16363822900155817,0.05618332187193684,0.0903876907577734,0.125,0.20155644370746376,0.11818736805705576,0.16662280124501821,0.32914029430219166,0.10149974286764377,0.12786401506759573,0.08313632754159582,0.2096569673443837,0.10077822185373188,0.1920720691532806,0.13504214314333904,0.3129843185743806,0.17807449653386495,0.5447047794019222,0.15458673560021055,0.09530501027070383,0.11590946307822354,0.3899565561732221,0.11100857790440753
Wario,0.11239029738980325,0.08602325267042628,0.15310611101399063,0.056137501566471626,0.12941547825925576,0.0895897080555221,0.0923024205647136,0.12857214745600726,0.22722331478659646,0.10770297702323094,0.11442901426770302,0.19999999999999998,0.053022812874470436,0.15625,0.0451938453788867,0.07320723677962591,0.10796777731184083,0.12162606385262997,0.15625,0.09616822463862797,0.07697300671457236,0.07182430061427787,0.08727959974619472,0.11293438689952597,0.10743376064838497,0.09999999999999998,0.172553971012341,0.10604562574894087,0.09163447642359447,0.14977761292440647,0.1355815361366601,0.15716204269446418,0.08429272304235245,0.08876834229670118,0.07359287897445507,0.13705070133655683,0.15458673560021055,0.0,0.06564457728034959,0.13192281121138164,0.1155153628660914,0.05859465277082315
Wolf,0.17561037061510262,0.05000000000000001,0.16086777969845054,0.0888819441731559,0.13320572124475585,0.10296070624018881,0.10540925533894598,0.10889224392073209,0.11703214091338889,0.08554535441995227,0.06038508397721645,0.07216878364870322,0.1357351696546593,0.09810047105975246,0.17001838135919303,0.08978936561483655,0.12471615959333288,0.16468246895724525,0.06962503450169975,0.07894736842105263,0.09753359562714876,0.06818181818181818,0.08009040943964843,0.0924180153759012,0.12620609271875574,0.13454779452744633,0.07017543859649122,0.04852615860619696,0.05909368402852789,0.12000000000000002,0.10694815798662466,0.17659245689817368,0.08331140062250911,0.131419210028034,0.10279899245732688,0.22101719257946248,0.09530501027070383,0.06564457728034959,0.0,0.09230242056471359,0.1700753357624519,0.09949874371066199
Yoshi,0.10129546374372687,0.15689290811054724,0.20538721490389075,0.1337908816025965,0.1813279310919978,0.18365772167311328,0.13315503429421935,0.14186161056920218,0.14224392195567911,0.12433212948164839,0.09374999999999999,0.23780825924700338,0.23639693405153328,0.06666666666666665,0.07017543859649124,0.07788880963698616,0.12764444150951448,0.04545454545454545,0.2306527520787959,0.13780245679652428,0.11578381597453989,0.06520506636966263,0.3294905368001188,0.25470314021895124,0.10001538816659103,0.10981085516943886,0.23034579795954177,0.12862173946153665,0.05818639983079648,0.03941134909984461,0.19668302043215571,0.12085223687584247,0.10045249099870945,0.17104854398497915,0.09318911162960931,0.14427218221260282,0.11590946307822354,0.13192281121138164,0.09230242056471358,0.0,0.1486470975026408,0.11741798094210575
Zelda,0.2600039246171614,0.14890654187294927,0.08326244150141779,0.1972256742770703,0.1891566548495423,0.1271173398788547,0.20267366832304043,0.12480754415067656,0.17477552932391713,0.11473173705663704,0.09123461398653492,0.15,0.1951800145897066,0.10101525445522107,0.10706043954824292,0.12378637902794572,0.09595050780084848,0.05555555555555555,0.2522091740116154,0.20009763241977652,0.09446194982492491,0.14900989016981744,0.0902003030735275,0.18777851574409862,0.12778049409546152,0.19202301260589114,0.13716733901601202,0.14433756729740646,0.12995239998794275,0.10526315789473684,0.15640774865198923,0.11538461538461539,0.11470786693528087,0.10540925533894596,0.15259198447326844,0.09530501027070383,0.3899565561732221,0.1155153628660914,0.1700753357624519,0.1486470975026408,0.0,0.09028938981432691
Zero Suit Samus,0.1224744871391589,0.09186238249690491,0.11123337441584809,0.06532900103386624,0.11661903789690602,0.09521904571390467,0.13089943405434873,0.11972225080873512,0.20222559876951737,0.038931382679263056,0.04200840252084029,0.06025846050518227,0.15524174696260024,0.05270462766947299,0.10090669890292288,0.08554535441995227,0.08006407690254357,0.1451215902691145,0.12761456442405036,0.07348066605593385,0.1412021831397177,0.0576923076923077,0.07255994523271027,0.11015735002382454,0.05324977701702561,0.12062447740929097,0.10094660663590604,0.05365166782805624,0.052025480557660805,0.10023917757197787,0.11361165739329823,0.0521286035142687,0.03741657386773941,0.12622722459758243,0.10283342182227606,0.03948362845661191,0.11100857790440753,0.05859465277082315,0.09949874371066199,0.11741798094210575,0.09028938981432691,0.0
